Date,AM12,AM1,AM2,AM3,AM4,AM5,AM6,AM7,AM8,AM9,AM10,AM11,PM12,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11
8/29/13,9647.3,8915.1,8401.4,8097.9,7930.8,7970.5,8380.6,9214.5,9743.4,10166.2,10556.5,11034.3,11430.2,11840.9,12350.3,12629.8,12904.9,13098.5,13071.4,12747.3,12288.5,12151.3,11625.7,10637.4
8/30/13,9625.6,8804.1,8240.1,7893.9,7684.9,7692.7,8052,8789.4,9283.1,9830.5,10439.3,11107,11708.9,12230.8,12717.5,13112.1,13381.7,13541.6,13473.1,12961.7,12249.9,11992.9,11449.3,10621
8/31/13,9738.7,8935,8379.3,7974.7,7718.2,7578.5,7606.3,7761.6,8008.5,8633.2,9372.4,10075.2,10683.4,11158.8,11516.4,11759.9,11909.5,11922,11706.2,11344.4,11066,11053.3,10682.3,10040
9/1/13,9315.6,8620.2,8116.8,7744.6,7471.6,7314.1,7303.3,7375.1,7530.4,8136.1,8885.4,9585.3,10221.1,10774.4,11184.9,11460.7,11671.7,11803,11742.7,11458.2,11124.1,11024.9,10655.6,10017.3
9/2/13,9274.4,8594.3,8062.9,7687.4,7472.2,7398.7,7489.4,7671.1,7790.5,8294.3,9037.1,9756.6,10342.3,10761.1,11070.7,11240.7,11377.3,11571.4,11605.3,11346.1,11079.8,11039.2,10535.6,9680.6
9/3/13,8828.8,8180.9,7713.3,7456,7311.8,7356.7,7774.3,8615,9131.2,9557.7,9975.5,10390.3,10691.1,10928.4,11162.6,11296.3,11380.4,11442,11334.9,10984.8,10654.9,10642.8,10082.1,9191.8
9/4/13,8311.7,7627.9,7213.8,6948.6,6789.7,6847.9,7259.8,8029.3,8448.7,8804.5,9167,9561.3,9876.2,10175.2,10510.3,10833.9,11098.1,11334.9,11388.4,11122.6,10786.9,10749.8,10235,9358.2
9/5/13,8481.6,7794.8,7354.2,7108,6977.9,7017,7436.4,8193.1,8672.4,9074.1,9470.3,9853,10193.2,10474.4,10743.2,10925.1,11038.8,11092.9,11005.8,10675.8,10347.2,10329.1,9791.2,8940.9
9/6/13,8105.1,7482.7,7063.6,6795.4,6662.2,6699.6,7080.1,7808.2,8169.9,8488,8823.8,9097.9,9342.8,9533.6,9767.4,9946.7,10088.9,10221.4,10206,9915.2,9598.7,9564.6,9169.4,8554.8
9/7/13,7835.4,7258.6,6868.6,6612.2,6453.7,6381.6,6484.3,6663.2,6890.7,7364.9,7853.3,8249.4,8601.4,8905.4,9159.9,9395.1,9587.5,9766.2,9806.1,9667.2,9544.9,9591.5,9274.3,8709.9
9/8/13,8091.8,7529.8,7127,6854.7,6672.7,6595.3,6594.1,6732.7,6891.3,7378.2,7996.6,8565.1,9094,9585.6,9928.7,10171.1,10338.5,10511.7,10592.1,10391.9,10228.7,10285.6,9752.4,8984.9
9/9/13,8222.2,7575.3,7181.6,6955.4,6840.5,6897.8,7338.6,8197.8,8717.7,9028.7,9408.7,9883,10301.7,10719.6,11120,11407.5,11644.7,11861.5,11917.1,11727.8,11639,11673,11165.9,10287.7
9/10/13,9437.5,8732.6,8275.5,7974.7,7824.1,7854.1,8288.6,9229.8,9793.2,10203.1,10758.5,11450.5,12122.1,12762.6,13402.9,13867.4,14170,14365.6,14343.4,13985.1,13673.7,13597.7,12845.2,11779.2
9/11/13,10719.1,9883,9280.8,8860.8,8634.5,8567.3,8956.4,9815.2,10338.5,10816.6,11453.1,12214.2,12948.5,13606.9,14021.9,14147.6,14050.7,14038.5,13884,13611.6,13390.9,13287.6,12572.3,11494.4
9/12/13,10432.3,9569.9,8993,8590.5,8370,8345.7,8742,9601.2,10108.5,10442.9,10878.6,11367.1,11928.2,12263.9,12435.6,12545.2,12552.5,12451.4,12214.7,11670.2,11340.9,11185.1,10560.4,9737.9
9/13/13,8920.9,8162.3,7713,7426.7,7279.9,7272.2,7631.7,8407.3,8818.1,9037.1,9266.5,9483.4,9627.9,9699.9,9770.2,9792.9,9767.7,9703.7,9518.2,9135.5,8976.6,8989.5,8594.7,8031.6
9/14/13,7374.3,6846.6,6508.1,6282.4,6133.5,6119.6,6259,6458.6,6686.6,7087.3,7417.3,7624.4,7733.3,7756.9,7770.5,7769,7785.5,7843.1,7866,7810.8,7878.8,8018.3,7754.2,7291.6
9/15/13,6782.3,6389.6,6103.2,5937.8,5834.9,5797.4,5867.5,6002.7,6173.6,6571.4,6916.9,7160.4,7314.6,7473.6,7548.9,7641.4,7739.7,7903.8,8064.1,8108.9,8363.9,8496.1,8125.5,7565.8
9/16/13,7057.5,6667,6402,6292.1,6263.4,6379.3,6834.6,7730.6,8300.8,8553.4,8762.7,8960.5,9057.4,9120.5,9176.3,9179.5,9140.9,9112.2,9086.3,8973.2,9087,9208.8,8727.7,8042.1
9/17/13,7363.4,6863.8,6553.1,6387,6301.6,6388,6823.2,7645,8083.6,8246.5,8386.3,8528.5,8648.1,8733.2,8827.8,8886.4,8905.6,8941.5,8915.8,8781.4,8922.9,9070.6,8626.2,7942
9/18/13,7283.9,6791.8,6509.9,6358.9,6298.1,6381.8,6821.6,7677.7,8150.4,8352.5,8504.8,8663.7,8802,8907,9044.4,9120.8,9142.8,9200.1,9180.3,9091.9,9238.5,9326.7,8906.5,8234.2
9/19/13,7543.6,7061.1,6730.4,6539.1,6491.6,6600.2,7034.7,7921.2,8424.9,8671.5,8879.3,9116.1,9265.9,9375.2,9542.9,9712.6,9814.6,9927.5,9935.3,9777.5,9904.2,9955.3,9482.6,8734.2
9/20/13,7995.3,7415.8,7038.3,6806,6674.8,6736.5,7161.6,7996.7,8502.5,8783.1,9087.6,9393.6,9667.6,9927.9,10138.3,10283,10332.9,10343.1,10187,9834.9,9796.5,9660.7,9216,8593.6
9/21/13,7924.9,7348.2,6939.6,6673.2,6518.4,6470.7,6579.5,6811.1,7092.7,7502.4,7912.7,8195.7,8338.2,8363.3,8361.7,8323.5,8302.7,8315.2,8319.6,8282.6,8427.7,8472.4,8172.4,7738.6
9/22/13,7208.1,6730.2,6383.3,6170.1,6026.4,5976.6,6023.9,6181,6315.9,6705,7094.9,7346.9,7500.1,7595.1,7637.4,7654.4,7680.4,7775.4,7859.8,7897.9,8168.9,8278.6,7896.8,7377.4
9/23/13,6858.5,6459.7,6200.4,6084.3,6057,6181.4,6661.6,7535.7,8040.9,8220.1,8362.8,8512.4,8579.8,8615.9,8665.7,8658,8643.1,8668.1,8679.3,8615.9,8865.5,8909.5,8466.2,7838.8
9/24/13,7185.7,6730.2,6444.8,6296.8,6261.4,6376.2,6818.5,7698.6,8182.3,8290.4,8386,8500.4,8610.1,8670.4,8760.5,8818.4,8839.5,8895.2,8889.2,8785.9,9012.1,9041.9,8577.3,7909.3
9/25/13,7264.1,6774.3,6485.8,6332.5,6264.7,6372.9,6814,7704,8173.1,8285.4,8427.2,8603.8,8710.8,8767.9,8849.9,8893.1,8914.4,8951.2,8940.5,8851.7,9064.8,9092,8608.7,7948.4
9/26/13,7305.6,6794.1,6509.8,6374.3,6304.5,6394.2,6829.7,7701.1,8177.5,8325,8508.5,8710,8866.4,8987.5,9124,9194.4,9223.3,9240.9,9188.6,9045.3,9225.1,9206.7,8756.7,8066.3
9/27/13,7399.4,6878.5,6560.9,6398,6298.5,6400,6811.2,7635.6,8123,8306.2,8504.9,8713.9,8841.5,8940.8,9047.8,9073,9057.8,9040.2,8959.9,8769.7,8823.7,8751.3,8365.3,7842.5
9/28/13,7236.7,6731,6415.8,6202.2,6095.3,6068,6205.8,6466.6,6721.6,7122.4,7483.7,7709.7,7863.2,7938.1,7984.1,8014.4,8068.3,8121.3,8142.2,8072.7,8305.1,8292.2,7985.2,7545.6
9/29/13,7034.9,6485.4,6171,6019.3,5866.6,5822.5,5876.8,6037.6,6203.8,6530.2,6888,7121.4,7300.2,7423.6,7480.5,7513.7,7569.9,7661,7740.3,7831.2,8198.2,8194.2,7776.1,7262.8
9/30/13,6757.2,6460.1,6243.4,6112.1,6085.2,6228.5,6692.5,7585.3,8136.4,8330.3,8513.5,8700.1,8855.4,8956,9045.1,9075.8,9069.6,9094.3,9079.5,9029.3,9297.4,9226.5,8733.9,8056
10/1/13,7373.1,6861.2,6555.2,6378.5,6311.2,6409,6844.4,7729.9,8236,8413.2,8632.4,8896.8,9116.3,9271.4,9444.9,9559.4,9648.4,9715.2,9699.1,9564.7,9764.1,9673.3,9132.3,8401.4
10/2/13,7673.3,7126.3,6785.4,6572,6485.2,6560.1,6983.7,7881,8404.9,8604.3,8884.3,9215.2,9486.4,9714.9,9994.1,10204.5,10343.2,10442.7,10398,10161.8,10286.1,10113.3,9565.6,8762.1
10/3/13,7991.5,7380.1,7004.4,6769.9,6674.1,6713.3,7132.6,8026.4,8582.7,8817.4,9096.9,9411.6,9673,9844.6,10065.9,10199.8,10270.4,10294,10239.7,10154.6,10340.1,10185.3,9681.5,8959.5
10/4/13,8171.6,7528.9,7137.7,6891.1,6747,6795.7,7210,8078.2,8633,8903.2,9248.4,9633.9,10000,10315.3,10623.5,10802.6,10880.6,10882.5,10719.1,10419.4,10426.6,10139.2,9660,9004.9
10/5/13,8283,7654.4,7216.1,6918.9,6736.7,6670.4,6767,7042.7,7345.7,7788.4,8344.2,8849.7,9239.5,9542.6,9779.9,9935.6,10034.6,10019.6,9946.1,9780.1,9860.7,9616.3,9196.1,8652.1
10/6/13,8039.7,7461.4,7027.5,6734.5,6523.4,6431.4,6461.5,6616.1,6828.3,7232.2,7732.8,8179.1,8563.9,8919.8,9160.3,9324.5,9440.4,9502.6,9511.1,9476.7,9656.9,9462.7,8969,8304.4
10/7/13,7667.2,7190.9,6882.1,6704.7,6659.6,6765.6,7230.2,8147.6,8761.8,9001.3,9184.4,9355.4,9447.9,9409.9,9391.9,9272.8,9128.1,9053.2,8995.4,9010.8,9219.7,9053.1,8570.8,7919.6
10/8/13,7248.5,6737.6,6437.2,6275.4,6227.4,6310.3,6753.2,7664.7,8184.8,8282.6,8374.5,8494,8565.7,8596.5,8633.7,8624.1,8668.9,8645.8,8581.2,8658.9,8960.9,8874.5,8441.8,7788.7
10/9/13,7150.8,6683.8,6418.3,6268.8,6213.4,6341.5,6798.3,7665.2,8213,8311.8,8393.1,8489.7,8551.7,8557.4,8592.4,8572.5,8545.3,8575.5,8617.8,8751.6,9007.8,8873.1,8464,7827.1
10/10/13,7213.4,6738.2,6462.1,6314.5,6270.2,6368.8,6852.5,7711.9,8306.9,8433.1,8534.1,8656.4,8724.4,8750.9,8778.8,8765.3,8736.2,8763.9,8788.5,8901.8,9106.9,8964.3,8544.8,7917.4
10/11/13,7294.9,6809.1,6517.5,6361,6316.9,6405,6823.7,7666.1,8262.9,8415.4,8568.2,8708.8,8781.9,8804.4,8841.5,8786.5,8729.7,8713.9,8674.2,8680.8,8785.9,8615.4,8284,7783.7
10/12/13,7214.8,6735.7,6406.5,6220.9,6102.8,6098.1,6216.2,6497.4,6813.9,7127.2,7472.2,7696.9,7779.6,7789.6,7758.4,7729.5,7710,7757,7800.7,7924.6,8202,8079,7799.9,7385.2
10/13/13,6916.6,6479.1,6183.9,5989.3,5871.6,5834.2,5902.9,6093.6,6338.6,6622.9,6966,7183.2,7315.7,7391.5,7406.7,7405.6,7426.4,7503.2,7627,7871.4,8201.3,8128.7,7762.2,7322.9
10/14/13,6847.5,6460.6,6223.5,6087.3,6079.4,6188.5,6597,7371.9,7947,8151.8,8360.7,8511.9,8606.8,8632.8,8645,8637.5,8601.8,8600.2,8607.1,8739.2,9065.4,8873.5,8437.1,7842.1
10/15/13,7231,6755.5,6454.3,6309.9,6250.3,6362.1,6824.2,7717.1,8294,8413.7,8496.9,8627.4,8695.2,8726.1,8759.9,8740,8707.9,8706.2,8731.3,8925.1,9176.8,8984.2,8555.9,7887.4
10/16/13,7247.4,6789.6,6499.6,6355.9,6305.2,6415.5,6868.9,7754.1,8328.9,8470.9,8576,8697.7,8736.8,8746.7,8796.7,8774.6,8719.5,8721.1,8730.6,8910.9,9178,9008.6,8597.9,7980.5
10/17/13,7331.2,6839.9,6556.4,6400.9,6340.5,6452.9,6905.1,7790.1,8403,8536.8,8637.6,8799.9,8890.4,8922.1,8947.6,8893.3,8851.3,8858.2,8883.3,9063.3,9294.6,9127.1,8747.7,8115.4
10/18/13,7482.8,6981,6676.2,6497.7,6412.8,6503.1,6917.9,7742.5,8310.3,8442,8515.4,8585,8597.2,8570.4,8552.7,8487.4,8394.2,8339.6,8272.6,8373.3,8578.8,8414.6,8140.4,7692.3
10/19/13,7168.2,6721.4,6444,6267.1,6196.1,6221.2,6377.1,6697.5,7072.8,7414.3,7671.8,7806.2,7822.2,7757.7,7675.8,7592.8,7562.2,7606.1,7709.2,7958.2,8185,8074.8,7831.7,7472.8
10/20/13,7035.3,6660.4,6394.4,6244.3,6159,6167.1,6283.7,6535.9,6832.8,7120.2,7323.4,7331.2,7327.9,7292.3,7250.2,7189.9,7175.7,7261.8,7421.8,7809.4,8254.4,8202,7870.6,7447.2
10/21/13,7004.2,6679.6,6498.9,6417.8,6438.6,6627.2,7188.9,8187.7,8825.1,8896.2,8820.9,8778.9,8715.3,8639.9,8595.5,8496.4,8440.2,8434.7,8505,8826,9159.7,8997.1,8559.6,7949.1
10/22/13,7366.8,6915.5,6668.2,6559.7,6527.6,6678.5,7185.6,8142.8,8746.7,8777.6,8745.3,8777,8763.7,8740.7,8712.6,8620.6,8519.8,8496.8,8605.3,8935.7,9263.6,9110.4,8732,8124.7
10/23/13,7518.8,7099.1,6858.8,6745.7,6730.5,6880.4,7380.7,8316.4,8959.9,9024.5,9030.2,9032.6,8974.6,8918.1,8885.7,8797.9,8768.5,8831.5,8985.9,9363.7,9584.4,9450.9,9090.9,8511.2
10/24/13,7927.7,7486.8,7256.8,7149.4,7134.2,7294.5,7824.5,8796.9,9406.4,9384.9,9287,9231.1,9120.7,9051,9015.9,8952.2,8866.5,8920.9,9073,9496.6,9792.7,9661.9,9341.1,8754
10/25/13,8180.2,7754.1,7538.4,7438.1,7448.1,7641.8,8154.6,9108.7,9708.1,9674.8,9529.7,9375.4,9180.4,9007.8,8888.6,8738.5,8631.2,8605.2,8672.6,8987.1,9246,9158.3,8974.2,8594.5
10/26/13,8104,7710.4,7470.4,7385.6,7386.3,7449.4,7683.1,8083.2,8485.3,8740,8742.9,8612.6,8416.9,8214.6,8010.3,7875.3,7794.7,7823.8,7953.2,8319.9,8529.8,8416.9,8194.3,7824.7
10/27/13,7374.8,7005.5,6755.9,6639.7,6607.1,6643.7,6810.2,7087.5,7435.3,7685.9,7794.5,7751,7648.7,7560.4,7485.3,7375,7330.3,7398.6,7583.9,8076.3,8490.3,8478.2,8183.9,7792.1
10/28/13,7368,7064.9,6907.9,6879.9,6932.8,7172,7750.7,8768.3,9425.6,9440.9,9289.7,9158.4,8992.6,8844.6,8741.1,8617.6,8523.5,8514.8,8623.6,9078.9,9342.3,9164,8781.3,8189.9
10/29/13,7598,7183.5,6943,6865,6858.3,7034.6,7572.9,8541.1,9175.5,9155.6,9034.4,8946.9,8823,8720.3,8655.5,8550.6,8488.7,8494.9,8623.2,9073.1,9297.4,9133.1,8724.6,8133.9
10/30/13,7538.3,7117.9,6845.6,6729.9,6672,6835.5,7334.7,8258.4,8888.2,8936.1,8914.1,8925.1,8889.2,8820.3,8753,8681.9,8628.9,8640.7,8743.8,9143.7,9228.8,9050.9,8675.2,8053.3
10/31/13,7440.5,6959.5,6689.7,6548.8,6503.8,6621.5,7074.5,7982.8,8605.3,8717,8767.7,8851,8858.3,8819.2,8813.9,8774,8743.7,8766.3,8810.9,8949.5,8913.7,8810.3,8509.9,7927.6
11/1/13,7300.5,6852.2,6550.8,6418,6341,6452,6929,7751.4,8453.6,8624.3,8690.4,8757.5,8754,8693.3,8645,8552.6,8479.7,8454.4,8467.2,8717.8,8705.8,8490.2,8232.1,7754.3
11/2/13,7228,6773.1,6478,6306.2,6210.7,6235.9,6378.7,6709.5,7125.7,7431.9,7701,7842.7,7841.6,7772.7,7659.4,7574,7536.2,7566.5,7687.8,8056.1,8205.4,8077.3,7853.9,7513.1
11/3/13,7088.7,6688.2,,6407.7,6383.6,6504.2,6699.6,6976.7,7216.2,7574.1,7697.9,7697.5,7601.1,7543.5,7395.6,7460.5,7570.4,7828.7,8330.2,8695.4,8692.1,8676.3,8351.4,7963.1
11/4/13,7465.4,7266.5,7176.1,7162.7,7240,7492.8,8154.8,9147.3,9548.7,9532.5,9423.2,9323.1,9184.9,9056.1,8992.8,8907.6,8896.3,9137.4,9761.8,9973.8,9857.4,9654.1,9195.3,8607
11/5/13,8052.6,7637.8,7395.9,7298.1,7278.3,7489.5,8011.4,8847.2,9218.9,9218.6,9107.8,9056.3,8964.3,8875.1,8816.6,8743.1,8708.6,8869.6,9411,9608.3,9487.9,9243.6,8791,8197.2
11/6/13,7625.8,7228.7,7005.9,6896.5,6880.8,7042.5,7559.8,8425.2,8800,8836.6,8778.5,8787.8,8732,8684.8,8647.7,8600.4,8566.5,8711.1,9230.7,9375.3,9211.6,8941.3,8503.8,7930.7
11/7/13,7366,6962.6,6721.7,6600.5,6583.2,6744.6,7260.7,8143.9,8614.7,8786.1,8884.6,8956.2,8940.8,8911.3,8894.6,8826.6,8770.9,8912.7,9480.7,9712.3,9616.4,9422.4,9039.5,8497.5
11/8/13,7970.2,7579.2,7393.3,7319.1,7349.5,7553.4,8139,9037.9,9436.7,9405.7,9296.7,9218.5,9147.7,9050.7,8948.9,8813.2,8770.1,8921.7,9521.6,9716.2,9572.9,9412.6,9157.7,8756.4
11/9/13,8289,7902.5,7678.8,7577.7,7563.7,7658.2,7909.9,8249.6,8525.8,8661.3,8623.3,8486.5,8266.9,8049.7,7864.7,7724.3,7721.6,7939,8526.1,8733.2,8636.9,8487.1,8304.8,7962.2
11/10/13,7503.1,7144.4,6940.3,6825.2,6794.1,6848.6,7017.2,7273.3,7487.3,7670.7,7762.3,7735.9,7719.1,7703,7672.2,7624.5,7628.6,7855.3,8538.1,8838.4,8792.9,8649.6,8357.8,7967.7
11/11/13,7596.6,7331.7,7196.9,7177.1,7227.5,7458.4,8017.9,8904.7,9361.7,9407.9,9353.5,9280,9150.8,9039.2,9011.3,8938.1,8940.7,9198,9787.8,9920.1,9801.7,9570.2,9157.9,8584.4
11/12/13,8039.6,7630.1,7433.3,7345.1,7375.5,7588.1,8181.4,9141.9,9654,9750,9789.5,9835.1,9835.9,9828.7,9844.5,9819.2,9874.3,10149.8,10740.1,10952,10861.9,10646.3,10256.8,9654.8
11/13/13,9089.5,8716.1,8540.7,8488.6,8541.7,8758.5,9356.9,10298,10647.8,10483.2,10275.2,10122.9,9953.1,9774.3,9628,9504.3,9502.8,9787.3,10562.5,10868.4,10827.4,10664.4,10285.8,9705.9
11/14/13,9138.5,8762.1,8584.1,8504.2,8551.9,8763.5,9327.6,10254.3,10580.7,10338.9,10008,9774.6,9513.7,9288.1,9143.5,9007.8,8955.1,9168.2,9891.9,10159.4,10099.1,9970.6,9612.6,9031.5
11/15/13,8480.8,8091.1,7915.6,7850.1,7879.6,8094.8,8633.1,9553.1,9970.4,9883.7,9669.9,9471.1,9243.8,9059.3,8938.5,8830.9,8791.7,8979,9526.3,9563.6,9372.5,9158.1,8848,8371
11/16/13,7829.7,7382.4,7136.9,6982.6,6911.6,6935.6,7146.2,7484.8,7779.8,8067.2,8221.9,8256.7,8185.6,8068.2,7933.4,7815.6,7803.7,8016.1,8548.1,8600.8,8459.7,8292.7,7990.7,7600.9
11/17/13,7167.2,6764.1,6505.5,6348.5,6263.8,6265.6,6377.7,6598.2,6863.9,7202.5,7460.3,7585,7648.7,7696.5,7710.1,7665.5,7672.5,7925.1,8465.3,8542.9,8426.6,8232.2,7863.2,7422.9
11/18/13,6960.8,6631.8,6451.4,6365.5,6395.9,6582.7,7120.9,8110.9,8615.3,8695,8741,8757,8745.9,8701.8,8678.6,8628.7,8607.7,8804.3,9443.7,9663.8,9553.4,9351.7,8960.7,8419.8
11/19/13,7850.6,7460.8,7262.1,7189,7211.3,7430.4,8030.3,9022,9518.9,9513.5,9448.1,9384,9288,9172.6,9094.4,9014.5,9026.2,9333,10073.6,10309.6,10256,10098.3,9731.7,9149.1
11/20/13,8586.8,8213.1,8015.5,7942.8,7978.4,8210.5,8811.5,9779.5,10170.2,10063.6,9835.3,9618.8,9394.9,9234,9104.4,9023.7,9032.4,9354.7,10124.8,10333.6,10278.4,10123.6,9756.7,9187.5
11/21/13,8602,8196,7960.6,7859.8,7863,8051.9,8598.8,9516.2,9932.8,9862.6,9718.8,9596.4,9416.6,9289.3,9209,9132.3,9126.5,9380.6,9913,9972,9814.3,9585,9188.6,8566.9
11/22/13,7949.3,7512.6,7231.1,7101.1,7050,7208.5,7708.4,8591.1,9102.7,9218.5,9224,9232.9,9159.2,9040.8,8978,8918.2,8917.7,9141.6,9547.2,9520.6,9311.7,9103.3,8784.5,8347
11/23/13,7827.8,7396.5,7157.6,7030.8,7001.2,7099.2,7369.8,7776.9,8167,8483.4,8716.1,8780,8739.5,8664.3,8580.8,8525,8607.5,8940.6,9612.9,9799.8,9773,9707.3,9530.7,9223.4
11/24/13,8874.3,8602.2,8438.9,8412,8440.5,8577.9,8812.8,9158.3,9463.2,9708,9806,9771.3,9702.8,9652.6,9543.1,9498.3,9585.9,9988.4,10834.8,11058.4,11030.3,10933.6,10606.8,10145.9
11/25/13,9710.1,9388.9,9242,9217.1,9287.3,9518.3,10110.1,11024,11469.9,11374.8,11167.5,10950.2,10681.3,10452.1,10323.7,10249.4,10301.6,10655.4,11307.7,11391,11253.2,11026.3,10579.9,9921.6
11/26/13,9267.2,8789.8,8515,8405.6,8382.1,8532.4,9013.3,9880.8,10401.3,10474.8,10489.7,10507.3,10512.9,10475.2,10484.3,10445.1,10455.3,10718.9,11094.7,11038.1,10818.3,10560.6,10103.1,9489.9
11/27/13,8868.6,8402.2,8120.2,8009.6,8006.8,8144.2,8583.6,9345.3,9934.3,10145.4,10327.6,10444.6,10464.8,10421.1,10414.5,10367.9,10354.1,10574.8,11088.4,11126.2,10951.8,10756.8,10431,9915.3
11/28/13,9358.7,8920.2,8669.2,8533.9,8506.1,8582.7,8806.9,9110.8,9375.4,9586.9,9701.9,9727.7,9606.7,9272.6,8871.5,8559.3,8410.1,8517.5,8974.1,9114.5,9184.3,9234.3,9159.8,8949.3
11/29/13,8657.6,8396.5,8244.4,8208.6,8268.3,8455.5,8831.4,9273.1,9559.1,9584.6,9402.6,9210,9017.4,8810.9,8666.8,8577.2,8627.5,8984.4,9771.8,9948.3,9912.4,9840.7,9672.6,9344.5
11/30/13,8959,8631.2,8437.1,8366.3,8377.2,8459.2,8697.2,9043,9337.5,9534,9551.3,9432.4,9180.6,8928.4,8726,8575.3,8556,8887.8,9550.7,9732.2,9700.5,9620.9,9436.1,9069
12/1/13,8653.6,8297.4,8083.4,7996,7974.3,8057.9,8232.6,8520.8,8785.6,8933.5,8881.3,8724.5,8575,8459.2,8368.2,8305.5,8346.1,8716.1,9478.4,9693.9,9652.4,9533.3,9196.2,8725
12/2/13,8213.5,7850.1,7671.1,7597.7,7652.3,7890.4,8462.5,9344.5,9881.8,9926.6,9865.1,9797.7,9651.1,9486.6,9337,9241.2,9286.1,9594.1,10314,10468,10391.7,10210.4,9804.1,9204
12/3/13,8556.4,8066,7816.8,7704.2,7730.5,7910.4,8477.4,9407.2,9956.8,9926.5,9760.9,9587.1,9367.3,9171.7,9064,8969.9,8961.8,9284.7,10034.7,10200.2,10158.4,10006,9642.9,9028.5
12/4/13,8357.3,7905,7603.3,7486.3,7442.6,7621,8159,9092,9615,9564.2,9436.9,9345.1,9240.4,9123.5,9027.3,8950.9,8968.5,9305.9,9927.2,10012.8,9867.5,9670.2,9268.9,8602.6
12/5/13,7916.8,7426,7122.6,6980.3,6936.7,7073,7580.3,8534.9,9104.3,9145,9153,9156.7,9121.8,9077.5,9058.2,9061.1,9081.2,9409.4,10000.1,10069,9972.8,9771.7,9402.2,8825.5
12/6/13,8174.5,7659.7,7344.7,7226.1,7188.6,7317.6,7824.7,8723.8,9363.3,9511.2,9598,9702.3,9754.1,9744.5,9720.4,9722,9749.9,10043,10523.2,10561.9,10369.6,10181.6,9884.2,9413.8
12/7/13,8826.4,8353.1,8067.7,7913.7,7876.8,7940.1,8191,8580.3,9004.5,9327.3,9515.7,9555.7,9512,9392.3,9242.6,9145.7,9157.5,9530.6,10317.2,10498.9,10425,10312.4,10096.7,9772.7
12/8/13,9307.7,8879.3,8615.6,8479.6,8427,8467.5,8622.4,8876.8,9190.2,9525,9855.7,10077.7,10218.8,10286.2,10278.5,10224.1,10246.9,10578.7,11220.4,11272.4,11129.1,10909.4,10472.1,9883
12/9/13,9271.5,8827.1,8573.3,8474.8,8461.9,8663.8,9178.6,9962.6,10563.4,10741.9,10810.7,10855.5,10800.4,10719.3,10624.1,10560.4,10550.1,10846.5,11514.4,11641.8,11513.9,11298,10863,10239.6
12/10/13,9548.6,9059.8,8790.9,8704.5,8680,8914,9436.4,10252.1,10862.9,10994.3,11081.5,11128.6,11076.1,11002.9,10883.2,10711.3,10605.3,10954.8,11852.4,12047.2,11943.9,11790.6,11408.6,10773.4
12/11/13,10133.7,9668.1,9467.9,9407,9450.7,9688,10299.8,11244.4,11759.5,11616.2,11302.7,11002.6,10796.1,10567.8,10423.7,10291.8,10338.9,10750.7,11654.8,11918.4,11898.6,11795.2,11464.6,10829.5
12/12/13,10209.1,9762.7,9529,9446.8,9480.9,9711.8,10314.1,11292.3,11849.1,11835.1,11675.3,11497.6,11236,11029.6,10890.4,10774.4,10809.7,11267.5,12153,12407.4,12361.4,12257.7,11928.4,11298.1
12/13/13,10622,10123.8,9863.7,9742.9,9746.6,9920.4,10417.2,11303.6,11793.2,11623.9,11315.6,10993.1,10675.1,10386.4,10212.4,10083.4,10120,10487.5,11257.8,11318.3,11165.5,11025.2,10749.3,10290.9
12/14/13,9660.1,9123,8803.8,8622.7,8548.5,8610.1,8801.4,9154.3,9586.6,9903.9,10177.2,10298.9,10303.2,10239.1,10153.4,10089.2,10131.1,10450.3,10954.4,10943,10743.5,10515.2,10191.1,9721.2
12/15/13,9168.7,8667.1,8379.1,8224.3,8176,8232.6,8405.5,8694.9,9065.3,9399.8,9609.3,9602.3,9558.8,9539.5,9478.3,9451.4,9538.8,9968.3,10771.7,11020.6,11021.7,10955.7,10634.6,10136.2
12/16/13,9553.9,9107.5,8894.5,8838.5,8897.5,9149.2,9765.3,10720.4,11302.1,11311.6,11249.2,11106.6,10887.4,10714.7,10601.2,10500.6,10512,10903.5,11729.2,11910.4,11842.4,11677.6,11295.1,10626.6
12/17/13,9907.7,9388.6,9114.4,8977.1,8966,9160.8,9729.9,10626.1,11203.6,11206,11101.7,11012.8,10866.8,10704.2,10610.7,10507.4,10503,10803.2,11522.9,11693.7,11633.7,11507.5,11145.8,10515.2
12/18/13,9807.1,9274.4,9038.3,8954,8978.7,9216.8,9807.5,10781.2,11324.9,11227.7,10984.5,10787.1,10568.8,10362.6,10243.9,10146.9,10152.1,10514.7,11420.4,11695.1,11665.1,11573.1,11256.3,10648.7
12/19/13,9943.3,9443.9,9176.3,9062.6,9067.6,9250.4,9774,10707.4,11182.1,11023.3,10723.9,10382.5,10024.3,9777.1,9609.4,9486.1,9475.7,9771.3,10559.8,10710.8,10649.6,10518.4,10175,9559.3
12/20/13,8843.5,8294.2,7977,7829.3,7808.2,7990.6,8517.6,9422.6,10015.4,10005.8,9900.5,9785.8,9648.9,9493.1,9351.2,9229.9,9186.7,9468,10087.2,10078.2,9869.2,9637.8,9303.1,8797.9
