Date,AM12,AM1,AM2,AM3,AM4,AM5,AM6,AM7,AM8,AM9,AM10,AM11,PM12,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11
2/25/03,18475,17477.5,17100.5,17025,17122,17564.5,18917,21212.5,22161,22139.5,22035.5,21980,21698.5,21381,21112.5,20837.5,20781.5,21237.5,22280.5,23669.5,23703,23296,22547.5,21172.5
2/26/03,19818,18911.5,18570,18437,18477.5,18860.5,20130,22404.5,23342,23491.5,23513.5,23462,23208,22899.5,22750,22566,22444.5,22824,23639.5,24726,24531,24152.5,23173.5,21552
2/27/03,20017,18938.5,18506.5,18328,18292,18614.5,19751.5,21942,23000,23165,23168.5,23068.5,22824.5,22466.5,22276,22083,21963.5,22268.5,23059,23989,23839.5,23326.5,22289.5,20795.5
2/28/03,19299,18280.5,17756,17569.5,17520.5,17855,18927,20742,21781,22330,22376.5,22296,21876.5,21343.5,20983,20595,20342.5,20470.5,21077,22130,21962.5,21423,20663,19482
3/1/03,18160,17084,16553,16280,16120,16135,16583,17269.5,18096,19190,19953.5,20142.5,19906.5,19569.5,19209.5,18823,18739.5,18976.5,19561,20377.5,20230.5,19793,19136.5,18202
3/2/03,17168.5,16216,15634,15286,15123,15221.5,15426,15969,16539,17513.5,18196,18437.5,18324,18052,17636.5,17275.5,17129.5,17487.5,18350.5,19743.5,19994.5,19757,19113,18100.5
3/3/03,16975,16289.5,16068,16234.5,16578,17455.5,19088.5,21654,22851,23067,23049,22768,22537,22178.5,21908,21590,21321.5,21583.5,22510.5,24186.5,24473.5,24133.5,23306,21828.5
3/4/03,20370,19469,19086.5,18969,19029,19346.5,20539.5,22762.5,23556,23213,22649,22100,21525.5,20926.5,20488.5,20066,19845,20092,20938,22288,22461.5,22016.5,21079.5,19649
3/5/03,17982,16901,16405,16135.5,16097.5,16328,17552,19815,20874,20979.5,20789.5,20626,20158,19657.5,19376,19070.5,18974.5,19183,19723.5,20850,20872.5,20448.5,19595,18169.5
3/6/03,16699,15695.5,15170,15029,15046,15504.5,16808.5,19198,20671.5,21079.5,21382,21738.5,21779,21725,21610.5,21454,21454.5,21819,22384,23399,23614,23155,22203.5,20770
3/7/03,19374,18424,18025.5,17970,18088.5,18507,19833,22081.5,23022.5,22819.5,22466.5,22042.5,21502,21065.5,20736,20358.5,20071.5,20127,20668,21846,21888,21429,20740,19791
3/8/03,18473.5,17558,17034,16855.5,16843,16953,17506.5,18066.5,18627,19091,19143.5,18929.5,18419.5,17795.5,17188,16703.5,16425,16574,17152.5,18538.5,18778.5,18506,18022.5,17249.5
3/9/03,16269.5,15327.5,14702.5,14308.5,14127,14167,14409,14762.5,15331.5,16098,16672,16763.5,16753,16645,16511,16392,16321,16640,17505,19197,19906.5,19899,19426,18500
3/10/03,17541,16872.5,16695.5,16681,16875,17384,18782.5,21032,22042.5,22113.5,21940,21867,21678,21353,21103,20741.5,20518,20649,21427,23040,23352.5,23011.5,22159.5,20783
3/11/03,19330,18388.5,17961.5,17850.5,17991,18432.5,19721.5,21814.5,22647.5,22490.5,22224.5,22130.5,21876.5,21518.5,21258.5,20906.5,20624.5,20730,21217,22364.5,22636.5,22246,21312,19818.5
3/12/03,18295.5,17301.5,16915,16792,16789,17119,18338,20484.5,21516.5,21331.5,20989,20681,20228.5,19823.5,19518,19186.5,19065,19213,19730,20807,20962,20630,19719.5,18261
3/13/03,16799.5,15846,15425.5,15213,15210,15575.5,16764,18779,19924,19891,19769,19644.5,19432,19269,19270.5,19155,19238,19591.5,20180.5,21084,21143,20770.5,19981.5,18628
3/14/03,17325.5,16420.5,16099,16064,16238,16722,18052,20168.5,21306.5,21358.5,21089,20900,20481,20028,19695,19208,18882.5,18865.5,19236,20447,20803.5,20496,19832,18850.5
3/15/03,17622,16652,16187,16040,16024,16137.5,16618,17152.5,17772,18418.5,18513.5,18391.5,17817.5,17250.5,16667.5,16193,15837.5,15860,16283.5,17465.5,18009,17753,17276.5,16508
3/16/03,15544.5,14698,14237.5,14067.5,13966,14104.5,14476,14738.5,15227.5,15798.5,16080,16044,15874.5,15650.5,15429,15158.5,15008.5,15213.5,15791.5,17083.5,17631,17329,16547,15499
3/17/03,14296.5,13475.5,13053.5,12920,12929.5,13256,14458,16483,17866,18262.5,18431.5,18537.5,18563,18398,18283.5,18079.5,17917.5,18092.5,18348,19267,19536,19012,17976,16428.5
3/18/03,14992.5,13994.5,13451.5,13241,13120,13488,14730,16698,17963,18229,18274,18359.5,18294.5,18165.5,18123,17972,17769,17817.5,18086,19093,19553.5,19106.5,18043.5,16685
3/19/03,15207.5,14221,13780.5,13620,13673,14147,15434.5,17552.5,18893.5,19179,19262,19290.5,19119,18879.5,18714,18504,18498,18723.5,19428.5,20666,21069.5,20651.5,19790,18345
3/20/03,16780.5,15747,15267.5,15091,15060,15415,16708,18848,20218,20663,20802.5,20956,20879.5,20704.5,20657.5,20488,20449,20742.5,21034,21458,21313,20688.5,19603.5,17995
3/21/03,16402.5,15413,14795.5,14521,14437,14670,15746,17718,18981.5,19252.5,19228.5,19229.5,19075.5,18754,18540,18319,18119.5,18262,18588.5,19195,19061,18461,17619,16510
3/22/03,15229.5,14203.5,13585,13269.5,13197.5,13283,13657.5,14139,15040.5,15968.5,16573,16722.5,16622.5,16278.5,15914.5,15588.5,15397,15459,15800,16806,17158.5,16824,16204.5,15345
3/23/03,14357.5,13493,12943.5,12743.5,12626.5,12711,13041.5,13355,14086,14867.5,15417,15590,15544.5,15386.5,15130,14870,14779.5,14960,15450.5,16746.5,17558.5,17357,16596.5,15536
3/24/03,14462,13717,13305.5,13261.5,13382.5,13845.5,15150.5,17120.5,18277.5,18416,18391,18382,18305.5,18119,18039.5,17804,17641.5,17589,17709.5,18691.5,19371.5,18965,18018.5,16495.5
3/25/03,15099.5,14091,13705.5,13560,13592.5,14006.5,15267,17173,18307,18344.5,18291,18345,18205.5,18059.5,17991,17839.5,17641,17590,17727.5,18594,19208,18820.5,17758.5,16245.5
3/26/03,14807,13871,13367,13182,13137,13458,14582,16497.5,17724.5,18004,18184.5,18395.5,18357.5,18263.5,18296.5,18203,18133,18432.5,18896.5,19487,19661,19140.5,18146.5,16734
3/27/03,15333,14448.5,14088.5,13926,13954,14374.5,15637.5,17521,18554,18627,18485,18427.5,18271.5,18033.5,17934.5,17760,17591.5,17540,17637,18531,19276,18928.5,17988.5,16621
3/28/03,15183,14231.5,13804,13615,13598.5,14013.5,15170,16962.5,18097.5,18272,18398.5,18425,18268.5,18094.5,18028,17834,17628.5,17728,17937,18526.5,18749.5,18102.5,17257,16116
3/29/03,14849.5,13782,13157,12836.5,12659,12669.5,12936,13388.5,14384,15610,16295,16609.5,16672.5,16476.5,16217,15926,15871.5,16061.5,16390,16953,17188.5,16748.5,16107,15224
3/30/03,14251,13351.5,12835,12507,12451,12542,12867.5,13320,14298.5,15647,16699.5,17264,17515,17689,17612.5,17501.5,17569.5,17894,18461.5,19280,19761,19470.5,18727.5,17631.5
3/31/03,16510,15791,15457,15456,15641.5,16115,17346.5,19163,20237,20390,20460,20498.5,20384.5,20023.5,19685,19406.5,19268.5,19511,19995.5,20994.5,21758.5,21395.5,20480.5,18975
4/1/03,17516.5,16617.5,16258.5,16171,16193.5,16598,17773,19589,20646,20734,20652.5,20581.5,20337,19863.5,19658,19282,19055.5,19029.5,19139,19889.5,20500.5,20061,19169.5,17545
4/2/03,16182.5,15189,14656.5,14453,14442.5,14758.5,15991.5,17806,18782.5,18795,18659.5,18631.5,18574.5,18383,18321.5,18174,17987.5,17958.5,17962.5,18483,19451.5,19111.5,18058,16523.5
4/3/03,14989,13969,13470.5,13173.5,13125.5,13404,14564.5,16468,17887,18251.5,18377,18571.5,18523.5,18362,18305,18175.5,17996,18028,18140.5,18748,19553.5,19185,18216,16673.5
4/4/03,15208,14126.5,13539.5,13344.5,13308.5,13593,14645.5,16650.5,18214,18748,18953.5,19066.5,19019.5,18861,18848,18627,18473,18635.5,18883,19398.5,19610,19124,18324.5,17066
4/5/03,15757.5,14700,14114.5,13853,13696,13821.5,14167.5,14713,15711,16959,17734.5,17961.5,17837.5,17541.5,17172.5,16750,16473,16505,16775.5,17385.5,17988.5,17654,17044,16221
4/6/03,15196.5,14333,13855,,13639,13720,13930,14299,14751,15452,16079,16352,16407.5,16241.5,15904.5,15523,15293.5,15234.5,15487.5,15786.5,16814.5,18057,17746.5,16826
4/7/03,15593,14641,14179,14033.5,14051.5,14438,15637,17982.5,19551.5,20297.5,20745,21180,21347.5,21304,21249,21045.5,20873.5,21080,21371.5,21451,21769,21892,20975.5,19469.5
4/8/03,17818,16661,16086,15773,15794.5,16073,17120.5,19328.5,20627,20971,21000.5,21118,21023.5,20756.5,20633,20451,20328.5,20443,20608,20796,21199.5,21379.5,20593,19115
4/9/03,17518,16386.5,15803.5,15555.5,15529.5,15850.5,17007,19226.5,20580.5,20883,20948,21076.5,20990,20589.5,20401,20084.5,20097.5,20196,20397,20388,20636,20974,20237,18888
4/10/03,17155.5,16039,15493,15281,15190,15417,16577.5,18855.5,20174,20356,20339,20331.5,20081.5,19702.5,19400,18992.5,18645.5,18543,18484,18619.5,19239,20244.5,19653.5,18259
4/11/03,16785.5,15697.5,15155,14960,14908,15192,16248,18458.5,19910.5,20327,20513,20617,20472,20204.5,19990.5,19746.5,19428,19395,19382,19329.5,19420,19522,18927.5,17756.5
4/12/03,16412,15227,14498.5,14191,13968,13969,14307.5,14773.5,15032.5,16564,17219,17271,16970.5,16573,16045,15713,15402,15268,15242.5,15233,15652,16680.5,16391,15604.5
4/13/03,14502,13518.5,12912.5,12633,12533,12651.5,12997,13406,14000.5,14793,15314.5,15426,15389.5,15334,15128,14867.5,14728.5,14775.5,14903.5,15062,15660,17106,16772.5,15844
4/14/03,14730,13849.5,13387,13311.5,13347.5,13779.5,15092.5,17209.5,18429,18478.5,18475.5,18442.5,18340.5,18147,18040,17830.5,17707,17610,17497,17216,17631,18772.5,18232.5,16653.5
4/15/03,15057.5,13949.5,13376.5,13129,13066,13386.5,14430.5,16441,17663.5,17894.5,18006.5,18206,18293.5,18371,18517,18525,18408.5,18373.5,18185,17897.5,17989,19007.5,18382.5,16813.5
4/16/03,15196.5,13953,13253.5,12966,12810.5,13028.5,14028,15868.5,17201,17852.5,18337.5,18871.5,19195,19365.5,19453.5,19504.5,19533.5,19423,19162.5,18778,18831.5,19523,18734,17132.5
4/17/03,15526,14223,13459,13078.5,12884,13022,13948.5,15696.5,17027.5,17725,18114,18396,18402,18291.5,18283.5,18126,17929.5,17924.5,18008,18095,18567.5,19117.5,18601.5,17328
4/18/03,15976.5,14873.5,14238.5,13953,13877,14033,14900.5,16130.5,17124,18099.5,18660.5,18956,18939,18746,18380.5,18079.5,17820,17810.5,17891,17865,17965,18260.5,17720.5,16690
4/19/03,15429.5,14440.5,13786.5,13470,13317,13319,13583.5,14078.5,14772,15892,16617,16761.5,16522,16090.5,15618.5,15267.5,15051,14933.5,14975.5,15007,15400.5,16499.5,16310.5,15742
4/20/03,14715.5,13434,12787,12454,12347,12392.5,12771,13052.5,13634,14404,14820,14830,14712,14595,14272.5,14014,13734.5,13620,13570,13584.5,14161,15562,15482,14671
4/21/03,13647,12827,12432.5,12325.5,12339.5,12647,13678.5,15343,16709,17490,17884,18157.5,18188,18066.5,18082.5,17867.5,17688.5,17612.5,17627.5,17557,17770,18478,17858,16386.5
4/22/03,14810,13774,13209,12973,12849,13110.5,14159,16138,17440.5,18024,18281,18488.5,18524.5,18402.5,18376.5,18180,18054.5,18049,18084,17971,18232.5,18821,18203,16787.5
4/23/03,15346.5,14298,13762.5,13543,13523,13864.5,15016,16979,18281.5,18772,18937,18939,18837.5,18554,18405,18158.5,17946.5,17918,17911.5,17870,18241,19304,18828,17469.5
4/24/03,15984.5,14942,14432,14231,14315.5,14658.5,15803,17693.5,18798,18998,19074,19013.5,18751.5,18437,18274.5,18043.5,17776,17612.5,17474.5,17275.5,17514,18606,18178.5,16879
4/25/03,15440.5,14412,13905.5,13671,13611.5,13872,14955,16803,18070.5,18370,18327.5,18399,18243.5,18065,18017.5,17811,17635.5,17394.5,17200,17038.5,17287.5,17723.5,17234.5,16101.5
4/26/03,14811,13703,13007.5,12652,12528,12545.5,12792.5,13385,14232.5,15466,16415.5,16908,16972.5,16761.5,16423.5,16107,15895.5,15879.5,15948.5,16025.5,16262.5,16724,16333,15421
4/27/03,14331.5,13286,12651.5,12324.5,12124,12097.5,12350.5,12535,13193,14101.5,14787,15117.5,15199,15140,14983,14785.5,14677.5,14782.5,14941.5,15011.5,15270,16535.5,16431.5,15302.5
4/28/03,13917.5,12943.5,12461,12306,12321,12678.5,13905,15879,17330.5,17777,18020,18320.5,18468,18505.5,18583.5,18561.5,18513,18483.5,18354.5,18019,17901.5,18877.5,18309,16709
4/29/03,14959,13697.5,13102,12754.5,12568,12788,13860,15725.5,17213,17832.5,18265,18679.5,18762.5,18752,18587.5,18407,18323.5,18278,18214,17910.5,17799,18752,18331,16681.5
4/30/03,14965,13772,13132.5,12801.5,12646,12897,13962.5,15819.5,17246,17706,17945,18174,18283.5,18291,18420.5,18409.5,18343,18276.5,18078.5,17719,17637,18591.5,18057,16514
5/1/03,14864.5,13746.5,13119,12812.5,12705.5,12917,13935.5,15980,17414.5,17940,18324,18560.5,18737.5,18788.5,19097,19215.5,19295,19393,19206,18865.5,18817,19545,19106,17512.5
5/2/03,15679,14445.5,13707,13303.5,13060.5,13207,14178,15961.5,17531.5,18311,18875,19352.5,19666,19783,19899,19779.5,19677,19623,19239,18724,18350.5,18653,18056,16664.5
5/3/03,15118.5,13810.5,12968.5,12461,12258,12150.5,12455,12797.5,13758.5,14909.5,15661,15992.5,16037.5,15873.5,15605.5,15402,15169,15189,15184.5,15103,15144,15951.5,15841,14954.5
5/4/03,13834,12925,12269,11929.5,11734.5,11700.5,11906.5,12111,12729,13768,14513.5,14939,15031,15006.5,14854,14644,14601,14688.5,14863.5,14958.5,15226,16461.5,16426.5,15211
5/5/03,13884.5,13005,12537,12382,12421.5,12733.5,13888.5,15900.5,17495.5,18055,18324,18549.5,18618.5,18582,18480.5,18312.5,18249.5,18294,18573,18684.5,18877,19186.5,18503.5,16961.5
5/6/03,15334,14232.5,13729,13410,13286,13583,14640.5,16634,17990.5,18447,18593.5,18714,18645,18489,18354.5,18160.5,17993.5,17974.5,17890.5,17662.5,17678.5,18481.5,18216.5,16647
5/7/03,15055,13924,13347.5,13056.5,12940,13203,14276,16104.5,17502,17990.5,18276,18660.5,18942.5,19099,19241.5,19308.5,19355,19422.5,19323,19032.5,19016.5,19566,18933.5,17356
5/8/03,15645.5,14372,13761,13378,13175.5,13312.5,14307,16055,17784.5,18398.5,18814.5,19087.5,19242,19055.5,19055.5,18914,18832.5,18798.5,18678.5,18432,18380,18947,18468.5,16915
5/9/03,15351,14095.5,13349.5,13016,12849,12973,13983,15912,17479,18089,18452,18756.5,18773.5,18698,18564.5,18386.5,18146.5,18069,17865,17659,17475,17821.5,17434.5,16265
5/10/03,14907,13718,13034,12631.5,12386,12421,12677,13104.5,13988.5,15195.5,16144.5,16611.5,16637,16432,16152,15937.5,15780,15783.5,15807,15818.5,15939.5,16703.5,16606.5,15751.5
5/11/03,14575,13437,12637,12188.5,11966.5,11859,11989,12147,12901,14048,15031.5,15645.5,15986,16078.5,16075,16072.5,16157,16297,16461.5,16481.5,16571,17351.5,17354,16324.5
5/12/03,14925.5,13729.5,13054,12673.5,12494,12673.5,13660,15506.5,17089,17865.5,18379,18689.5,18760,18674,18603,18426,18278.5,18247.5,18184.5,18001,17989,18535.5,18120.5,16579
5/13/03,15019.5,13835.5,13225.5,12936,12812,13025.5,14031.5,15882,17465,17991,18192,18398,18368.5,18247,18262.5,18101,17910,17935.5,17959.5,17854.5,17933,18458.5,18140,16664.5
5/14/03,15062,13923,13398,13084,12954,13174.5,14310,16145,17586,18001.5,18140.5,18378,18418.5,18334,18291,18146,18075.5,18020.5,17882.5,17631,17505.5,18278,18149.5,16718.5
5/15/03,15033,13819,13239.5,12985.5,12891,13122,14107.5,16022.5,17457,17973,18249,18482,18578.5,18550.5,18579,18442.5,18285,18255.5,18143.5,18059,18023.5,18531,18126,16645
5/16/03,15078,13935.5,13299,12980,12879.5,13076,14047,15999,17519.5,18163,18513,18797,18758,18639,18532,18326.5,18156,18088,18044.5,17814,17697.5,17959.5,17522.5,16362.5
5/17/03,15080,13959.5,13209.5,12891.5,12739,12742,12978,13493,14378.5,15666,16515,16893.5,16808.5,16490.5,16235.5,15949.5,15749,15750.5,15849,15838,15944.5,16517,16440.5,15613
5/18/03,14515,13567,12879.5,12521.5,12310,12372,12509.5,12729.5,13420,14409.5,15174.5,15566,15746.5,15751.5,15588.5,15296,15086.5,15083,15203.5,15263,15525,16426.5,16585.5,15551.5
5/19/03,14432.5,13493.5,13025,12865.5,12939,13295,14398,16225.5,17619,18144,18322,18534,18614.5,18613.5,18613.5,18489.5,18459,18429.5,18324.5,17948.5,17762,18383.5,18298.5,16765.5
5/20/03,15021,13780,13103.5,12817.5,12756,12977,13979.5,15774.5,17334,17858,18169.5,18498,18683,18747,18930,18884.5,18858.5,18749.5,18467.5,18040.5,17951,18520.5,18272,16684
5/21/03,14997,13820,13208.5,12895.5,12779.5,12937.5,13928,15814,17472.5,18132.5,18511,18643.5,18781,18720.5,18689.5,18536,18429,18499,18487,18297.5,18267.5,18566.5,18083,16759.5
5/22/03,15172.5,13977.5,13407.5,13061.5,12957,13207.5,14239.5,16107,17655.5,18247.5,18471.5,18707.5,18668,18612.5,18552,18395.5,18265.5,18332.5,18328.5,18231.5,18185.5,18634.5,18227.5,16762.5
5/23/03,15155,13975.5,13332.5,13031,12889.5,13092.5,14075.5,15886.5,17431.5,18098.5,18480.5,18684,18634.5,18458.5,18363,18159,17950,17877.5,17847,17681.5,17534,17772,17377,16217.5
5/24/03,14800.5,13786.5,12958,12566.5,12338,12316,12554.5,12828.5,13654,14828.5,15849,16377.5,16405,16189,15918,15642.5,15451,15447.5,15470,15506.5,15574.5,16071.5,15992,15157
5/25/03,14101.5,13098,12349,11990,11713,11677.5,11817,11956.5,12566,13604,14555,15104.5,15359.5,15340,15183,14983.5,14806.5,14757,14819,14875.5,15054,15611.5,15551.5,14740
5/26/03,13702.5,12688,12022,11676.5,11565.5,11552,11804.5,12074.5,12638.5,13719.5,14948,15773.5,16124.5,16017.5,15729,15401,15222.5,15251.5,15428.5,15409.5,15556.5,16295,16443,15236.5
5/27/03,13908.5,12844.5,12350.5,12131.5,12080.5,12362,13412.5,15368.5,17005,17707.5,18118.5,18264,18544.5,18527.5,18537,18415,18261.5,18214,18149,18059.5,18064.5,18407.5,18075,16617
5/28/03,15226,13910,13283,12829.5,12744,12989.5,13965,15855.5,17466.5,18040.5,18360.5,18651,18776,18691.5,18669,18502,18365.5,18314,18191.5,17866,17725.5,18231.5,18318,16833
5/29/03,12893,13843,13235,12927.5,12834,13036,13969,15799,17352.5,17993.5,18349,18776,18895.5,18911.5,18999.5,18934.5,18843,18806,18540.5,18066,17929.5,18467.5,18484,16963
5/30/03,15273,13981.5,13246.5,12916,12759.5,12942.5,13851,15652,17307.5,18113,18598,19048.5,19337,19390,19577.5,19629.5,19527,19349,18999,18449,17960.5,18167,18173,16971.5
5/31/03,15398,14076.5,13251,12743.5,12454,12411.5,12587.5,12927,13905.5,15178.5,16220.5,16823,17032.5,17030,16808.5,16540.5,16393,16359.5,16438,16449.5,16432,16626.5,16455.5,15547
6/1/03,14391,13301.5,12570.5,12178.5,11940,11870.5,11969,12124.5,12812,13917.5,14878.5,15472,15804.5,15842,15688,15415,15379.5,15402,15571,15537.5,15585.5,16175.5,16556.5,15548.5
6/2/03,14170,13246,12632.5,12473,12476.5,12769,13840,15642.5,17219.5,17901,18216,18482.5,18589.5,18674.5,18732,18607.5,18503,18508.5,18295,17866,17569.5,18192.5,18374.5,16824.5
6/3/03,15038.5,13777.5,13101,12755.5,12641.5,12868,13874.5,15626.5,17236,17852,18306.5,18726,18897,18858,18820,18734.5,18640,18660,18721,18587,18507,18650,18167.5,16699
6/4/03,15074,13981,13301.5,12968,12931.5,13176,14330.5,16100.5,17671.5,18355,18704.5,18994,19001.5,18968.5,18830.5,18677.5,18563.5,18672.5,18665,18553.5,18440,18710,18307,16785.5
6/5/03,15238.5,14047.5,13356.5,13085.5,12960.5,13196.5,14189.5,16046,17541,18190.5,18600.5,18970,19095.5,19031,19125,19021,18896,18807,18606,18222,17937.5,18333,18575,17248.5
6/6/03,15405,14151.5,13427.5,13017,12920,13071.5,13919,15711.5,17387.5,18154.5,18667.5,19092.5,19282,19287,19342.5,19281,19224.5,19161.5,18895,18355,17866.5,17994.5,18203.5,17405
6/7/03,15411.5,14131.5,13272.5,12825.5,12547.5,12519.5,12706,13072,13997,15300.5,16408.5,17118.5,17421,17400.5,17174.5,16890,16692.5,16644,16600.5,16485,16536.5,16736.5,16685,15831.5
6/8/03,14592,13478.5,12681.5,12259.5,12026.5,11968.5,12037.5,12138.5,12896.5,14001,15042,15664.5,15945,16056.5,15948,15783.5,15743,15886,16054,16180,16328,16935.5,16937,15873.5
6/9/03,14468,13451,12874,12567,12486,12751.5,13690.5,15519.5,17313.5,18217.5,18840.5,19327,19582.5,19767,19912.5,19947,19994,20015.5,19821,19407.5,19092,19257,19520.5,18017
6/10/03,16200.5,14793.5,13913,13475,13261.5,13407.5,14181,15896,17644.5,18783.5,19481,19860.5,20397,20803.5,21078.5,21209,21283.5,21286.5,20999.5,20444,19944,20143.5,20287.5,18649
6/11/03,16811,15343.5,14529,14063.5,13851.5,14023,14856.5,16647,18413,19451,20262,20968,21443,21827.5,22213.5,22483.5,22585,22784.5,22795,22443,22101.5,22334.5,22290.5,20548
6/12/03,18574.5,16999,16064,15480,15151,15210.5,15975,17668,19563,20681,21529.5,22469,23128.5,23657.5,24201,24471,24648.5,24714.5,24394.5,23551.5,23080,22864.5,22133,20354.5
6/13/03,18394,16872.5,15958.5,15425.5,15126.5,15153,16039,17670,19477.5,20581.5,21298.5,21980.5,22216,22846.5,23136,23313.5,23276,23074,22801,22057,21375,21093,20628,19447
6/14/03,17639.5,16158.5,15156.5,14561,14140.5,13974.5,14080.5,14401,15604,17294,18932,20080.5,20984,21543.5,21884,22145.5,22161.5,21882.5,21390,20955.5,20434,20375,20401.5,19314.5
6/15/03,17758.5,16958.5,15890.5,15162,14632,14282,14143.5,14143.5,15045.5,16568,17990.5,19065,19789.5,20236,20462,20592.5,20548,20513,20438,20164,19915.5,20189,20680.5,19517
6/16/03,17602.5,15372,14499.5,13976.5,13724.5,13822,14533,16110,17923,19020.5,19744,20263.5,20585.5,20763.5,20877,20830.5,20737.5,20579,20195.5,19536.5,19022.5,19082.5,19113,17685.5
6/17/03,15770.5,14464.5,13688,13291.5,13114,13260,14074.5,15625,17196.5,18120.5,18641,19133.5,19364.5,19465.5,19599.5,19523,19479,19349.5,19164,18757.5,18553.5,18808.5,18642,17182
6/18/03,15581.5,14341,13739.5,13385,13255,13443.5,14380,15945,17506.5,18456,19007.5,19602.5,19888.5,20000.5,20139.5,20293.5,20376,20465.5,20413,20074.5,19739.5,19886,20004,18524.5
6/19/03,16831,15417.5,14626,14178,13955.5,14115,15050,16664.5,18399.5,19444.5,20148.5,20763,21158,21387,21639.5,21805,21892,22050,21935.5,21436.5,20998.5,21046,20795,19247.5
6/20/03,17391.5,15922,15027.5,14501,14170.5,14292.5,15105,16634.5,18212,19206.5,19780,20245.5,20345.5,20229,20186.5,19890,19649.5,19507.5,19268,18778.5,18426.5,18415,18195.5,17021
6/21/03,15562,14327,13525.5,13030,12772.5,12694.5,12894,13251.5,14200,15481,16569.5,17257.5,17472.5,17360,17148.5,16863,16714,16702.5,16737,16592,16502.5,16640.5,16638,15847.5
6/22/03,14726.5,13589,12788,12451,12220,12105.5,12142,12270.5,13044,14040,15098.5,15742.5,16149,16363,16377.5,16305.5,16382,16577.5,16828.5,16920,16928,17265.5,17639,16689
6/23/03,15243,14076,13356,13016,12878.5,13060.5,13862.5,15326,17154.5,18575.5,19688,20645.5,21371.5,21905.5,22609.5,23178,23722,24164.5,24330.5,24006.5,23344.5,23002,22979,21144.5
6/24/03,18962,17089,15906.5,15233,14794,14777.5,15451.5,16852.5,18922.5,20518,21808,23073,24139.5,24932,25767.5,26420,25683,27350.5,27391,26937.5,26084.5,25365,25169,22954.5
6/25/03,20527.5,18486,17163,16320,15862,15770,16301.5,17677,19746,21691,23285.5,24754.5,25838,26686.5,27438,27994.5,28447.5,28740.5,28734.5,28186,27315.5,26518.5,26250.5,24240.5
6/26/03,21769,19972,18665,17873,17352.5,17248.5,17860,19274.5,21520.5,23394,25158,26815.5,28065.5,28972,29796.5,30239.5,30525.5,30738.5,30556,29943.5,29060,28432.5,28010.5,25928
6/27/03,23412.5,21318.5,19932,19034.5,18401,18161,18531,19836,21965,23791,25404,26816,27694,28306,28663.5,28792,28505.5,28067,27363,26151,24744,23813.5,23309,21624
6/28/03,19479,17635.5,16409.5,15588.5,14996.5,14749.5,14740.5,14925.5,15927,17343,18625,19634,20269,20687,21043,21369.5,21697,21946.5,21936.5,21385.5,20689.5,20412.5,20435,19385.5
6/29/03,17897.5,16478,15377.5,14765,14269.5,14026,13912.5,13945.5,14862.5,16409,18129,19545,20716,21594,22155,22561,22968,23391,23565.5,23300,22755.5,22567,22824,21543
6/30/03,19680.5,18066.5,17009,16362.5,16055,16063.5,16718.5,18152,20242.5,22124.5,23696,24960.5,25852,26463.5,26994,27194.5,27240.5,27254,26836.5,25948,24905,24321,24080.5,22194
7/1/03,19900.5,17970.5,16678,15898.5,15425,15390,15892.5,17174.5,19109,20632,21880.5,22906.5,23733.5,24312.5,24830.5,25232.5,25581,25844.5,25772,25108,24137.5,23505.5,23383.5,21663
7/2/03,19466,17674,16572.5,15868.5,15460.5,15473.5,16078,17404,19145.5,20731,21957.5,23128.5,24106.5,24616.5,24966,25055.5,24911.5,24733,24228,23438.5,22626.5,22404,22107.5,20557
7/3/03,18717,17051,15994,15385,15106.5,15162.5,15908.5,17193.5,18804,19956.5,20840,21550,21960.5,22188.5,22427,22510.5,22563,22624,22573,22232,21665,21276,21215.5,19936
7/4/03,18237,16681.5,15528.5,14850,14354,14153,14172.5,14340.5,15405.5,17221.5,19175.5,20961.5,22402.5,23507,24132,24515.5,24887,25075,24898.5,24162.5,23261.5,22663,22277.5,21461
7/5/03,20319.5,18835,17675,16778.5,16246.5,15888.5,15785.5,15872,17208,19259.5,21429,23333.5,24567.5,25502.5,25916.5,26227.5,26392.5,26430.5,25946,25245,24520.5,24002,23852,22662
7/6/03,21132,19444,18236.5,17403,16736,16315,16043.5,16032,17233,19112,21150.5,22718,23907,24834.5,25476,25922.5,26287.5,26521,26480.5,26025,25415.5,24985.5,24539.5,22914.5
7/7/03,20961.5,19353,18302,17600,17116.5,17079.5,17746,19057.5,21066,22707,24294.5,25793.5,26871.5,27791.5,28584.5,29052.5,29206,28921,28479,27734,26758.5,26225,25862,23936
7/8/03,21863,20060,18941.5,18177.5,17647.5,17619.5,18233,19583,21568,23272.5,24684.5,25747,26526,27210,28054,28706,29170.5,29471.5,29586,29075,28152,27548.5,27122.5,25023
7/9/03,22757,20889.5,19648.5,18804.5,18271,18197,18885,20124,21745.5,23147.5,24264,25401.5,26315.5,26997.5,27492.5,27643,27453.5,27069,26280,25160.5,24090.5,23623,23185,21426
7/10/03,19546.5,17894.5,16869.5,16234.5,15830,15906.5,16708,18007.5,19436,20439.5,21048,21489.5,21702,21746.5,21738,21640,21560,21471,21384,21082.5,20756,20833,20567,19342.5
